"a","b","c","d","e","f","g","h","x2","x3","x4","x5","x6","|","x","y","z","u","v","w","s","t","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26"
0,0,1,0,1,1,1,0,0,0,1,0,1,"|",1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1
0,0,1,0,1,1,1,0,0,0,1,1,0,"|",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1
0,0,1,0,1,1,1,0,0,0,1,1,1,"|",0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0
0,0,1,0,1,1,1,0,0,1,0,0,0,"|",1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
0,0,1,0,1,1,1,0,0,1,0,0,1,"|",0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1
0,0,1,0,1,1,1,0,0,1,0,1,0,"|",1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1
0,0,1,0,1,1,1,0,0,1,0,1,1,"|",1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1
0,0,1,0,1,1,1,0,0,1,1,0,0,"|",1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0
0,0,1,0,1,1,1,0,0,1,1,0,1,"|",1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1
0,0,1,0,1,1,1,0,0,1,1,1,0,"|",1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1
0,0,1,0,1,1,1,0,0,1,1,1,1,"|",1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0
0,0,1,0,1,1,1,0,1,0,0,0,0,"|",1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0
0,0,1,0,1,1,1,0,1,0,0,0,1,"|",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1
0,0,1,0,1,1,1,0,1,0,0,1,0,"|",1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1
0,0,1,0,1,1,1,0,1,0,0,1,1,"|",1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1
0,0,1,0,1,1,1,0,1,0,1,0,0,"|",1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0
0,0,1,0,1,1,1,0,1,0,1,0,1,"|",1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1
0,0,1,0,1,1,1,0,1,0,1,1,0,"|",0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1
0,0,1,0,1,1,1,0,1,0,1,1,1,"|",1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0
0,0,1,0,1,1,1,0,1,1,0,0,0,"|",0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,0,1,0,1,1,1,0,1,1,0,0,1,"|",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1
0,0,1,0,1,1,1,0,1,1,0,1,0,"|",1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1
0,0,1,0,1,1,1,0,1,1,0,1,1,"|",1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0
0,0,1,0,1,1,1,0,1,1,1,0,0,"|",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0
0,0,1,0,1,1,1,0,1,1,1,0,1,"|",0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
0,0,1,0,1,1,1,0,1,1,1,1,0,"|",1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1
0,0,1,0,1,1,1,0,1,1,1,1,1,"|",1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
0,0,1,0,1,1,1,1,0,0,0,0,0,"|",0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0
0,0,1,0,1,1,1,1,0,0,0,0,1,"|",1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1
0,0,1,0,1,1,1,1,0,0,0,1,0,"|",1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1
0,0,1,0,1,1,1,1,0,0,0,1,1,"|",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1
0,0,1,0,1,1,1,1,0,0,1,0,0,"|",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0
0,0,1,0,1,1,1,1,0,0,1,0,1,"|",0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1
0,0,1,0,1,1,1,1,0,0,1,1,0,"|",1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1
0,0,1,0,1,1,1,1,0,0,1,1,1,"|",1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0
0,0,1,0,1,1,1,1,0,1,0,0,0,"|",1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0
0,0,1,0,1,1,1,1,0,1,0,0,1,"|",1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1
0,0,1,0,1,1,1,1,0,1,0,1,0,"|",0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1
0,0,1,0,1,1,1,1,0,1,0,1,1,"|",1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1
0,0,1,0,1,1,1,1,0,1,1,0,0,"|",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0
0,0,1,0,1,1,1,1,0,1,1,0,1,"|",1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1
0,0,1,0,1,1,1,1,0,1,1,1,0,"|",1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
0,0,1,0,1,1,1,1,0,1,1,1,1,"|",0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0
0,0,1,0,1,1,1,1,1,0,0,0,0,"|",1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0
0,0,1,0,1,1,1,1,1,0,0,0,1,"|",1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1
0,0,1,0,1,1,1,1,1,0,0,1,0,"|",1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1
0,0,1,0,1,1,1,1,1,0,0,1,1,"|",0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1
0,0,1,0,1,1,1,1,1,0,1,0,0,"|",0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0
0,0,1,0,1,1,1,1,1,0,1,0,1,"|",1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1
0,0,1,0,1,1,1,1,1,0,1,1,0,"|",1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1
0,0,1,0,1,1,1,1,1,0,1,1,1,"|",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0
0,0,1,0,1,1,1,1,1,1,0,0,0,"|",1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0
0,0,1,0,1,1,1,1,1,1,0,0,1,"|",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1
0,0,1,0,1,1,1,1,1,1,0,1,0,"|",1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1
0,0,1,0,1,1,1,1,1,1,0,1,1,"|",1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0
0,0,1,0,1,1,1,1,1,1,1,0,0,"|",1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1
0,0,1,0,1,1,1,1,1,1,1,0,1,"|",1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1
0,0,1,0,1,1,1,1,1,1,1,1,0,"|",0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1
0,0,1,0,1,1,1,1,1,1,1,1,1,"|",1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1
0,0,1,1,0,0,0,0,0,0,0,0,0,"|",1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0
0,0,1,1,0,0,0,0,0,0,0,0,1,"|",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
0,0,1,1,0,0,0,0,0,0,0,1,0,"|",1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1
0,0,1,1,0,0,0,0,0,0,0,1,1,"|",1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1
0,0,1,1,0,0,0,0,0,0,1,0,0,"|",1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0
0,0,1,1,0,0,0,0,0,0,1,0,1,"|",1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1
0,0,1,1,0,0,0,0,0,0,1,1,0,"|",0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1
0,0,1,1,0,0,0,0,0,0,1,1,1,"|",1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0
0,0,1,1,0,0,0,0,0,1,0,0,0,"|",0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0
0,0,1,1,0,0,0,0,0,1,0,0,1,"|",1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1
0,0,1,1,0,0,0,0,0,1,0,1,0,"|",1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1
0,0,1,1,0,0,0,0,0,1,0,1,1,"|",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1
0,0,1,1,0,0,0,0,0,1,1,0,0,"|",1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0
0,0,1,1,0,0,0,0,0,1,1,0,1,"|",0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1
0,0,1,1,0,0,0,0,0,1,1,1,0,"|",1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1
0,0,1,1,0,0,0,0,0,1,1,1,1,"|",1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0
0,0,1,1,0,0,0,0,1,0,0,0,0,"|",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0
0,0,1,1,0,0,0,0,1,0,0,0,1,"|",0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1
0,0,1,1,0,0,0,0,1,0,0,1,0,"|",1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1
0,0,1,1,0,0,0,0,1,0,0,1,1,"|",1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1
0,0,1,1,0,0,0,0,1,0,1,0,0,"|",1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0
0,0,1,1,0,0,0,0,1,0,1,0,1,"|",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1
0,0,1,1,0,0,0,0,1,0,1,1,0,"|",1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1
0,0,1,1,0,0,0,0,1,0,1,1,1,"|",1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0
0,0,1,1,0,0,0,0,1,1,0,0,0,"|",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0
0,0,1,1,0,0,0,0,1,1,0,0,1,"|",1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1
0,0,1,1,0,0,0,0,1,1,0,1,0,"|",1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
0,0,1,1,0,0,0,0,1,1,0,1,1,"|",0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
0,0,1,1,0,0,0,0,1,1,1,0,0,"|",0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0
0,0,1,1,0,0,0,0,1,1,1,0,1,"|",1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1
0,0,1,1,0,0,0,0,1,1,1,1,0,"|",1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
0,0,1,1,0,0,0,0,1,1,1,1,1,"|",1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0
0,0,1,1,0,0,0,1,0,0,0,0,0,"|",1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0
0,0,1,1,0,0,0,1,0,0,0,0,1,"|",1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1
0,0,1,1,0,0,0,1,0,0,0,1,0,"|",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1
0,0,1,1,0,0,0,1,0,0,0,1,1,"|",0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1
0,0,1,1,0,0,0,1,0,0,1,0,0,"|",0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
0,0,1,1,0,0,0,1,0,0,1,0,1,"|",1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1
0,0,1,1,0,0,0,1,0,0,1,1,0,"|",1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1
0,0,1,1,0,0,0,1,0,0,1,1,1,"|",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0
0,0,1,1,0,0,0,1,0,1,0,0,0,"|",1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
0,0,1,1,0,0,0,1,0,1,0,0,1,"|",1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1
0,0,1,1,0,0,0,1,0,1,0,1,0,"|",1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1
0,0,1,1,0,0,0,1,0,1,0,1,1,"|",1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1
0,0,1,1,0,0,0,1,0,1,1,0,0,"|",1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0
0,0,1,1,0,0,0,1,0,1,1,0,1,"|",1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1
0,0,1,1,0,0,0,1,0,1,1,1,0,"|",0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1
0,0,1,1,0,0,0,1,0,1,1,1,1,"|",1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
0,0,1,1,0,0,0,1,1,0,0,0,0,"|",1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
0,0,1,1,0,0,0,1,1,0,0,0,1,"|",1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1
0,0,1,1,0,0,0,1,1,0,0,1,0,"|",0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1
0,0,1,1,0,0,0,1,1,0,0,1,1,"|",1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1
0,0,1,1,0,0,0,1,1,0,1,0,0,"|",1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0
0,0,1,1,0,0,0,1,1,0,1,0,1,"|",1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1
0,0,1,1,0,0,0,1,1,0,1,1,0,"|",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1
0,0,1,1,0,0,0,1,1,0,1,1,1,"|",0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0
0,0,1,1,0,0,0,1,1,1,0,0,0,"|",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0
0,0,1,1,0,0,0,1,1,1,0,0,1,"|",0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1
0,0,1,1,0,0,0,1,1,1,0,1,0,"|",1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1
0,0,1,1,0,0,0,1,1,1,0,1,1,"|",1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0
0,0,1,1,0,0,0,1,1,1,1,0,0,"|",1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0
0,0,1,1,0,0,0,1,1,1,1,0,1,"|",1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
0,0,1,1,0,0,0,1,1,1,1,1,0,"|",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1
0,0,1,1,0,0,0,1,1,1,1,1,1,"|",1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
0,0,1,1,0,0,1,0,0,0,0,0,0,"|",1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0
0,0,1,1,0,0,1,0,0,0,0,0,1,"|",1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
0,0,1,1,0,0,1,0,0,0,0,1,0,"|",0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1
0,0,1,1,0,0,1,0,0,0,0,1,1,"|",1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1
0,0,1,1,0,0,1,0,0,0,1,0,0,"|",1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
0,0,1,1,0,0,1,0,0,0,1,0,1,"|",1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1
0,0,1,1,0,0,1,0,0,0,1,1,0,"|",1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1
0,0,1,1,0,0,1,0,0,0,1,1,1,"|",0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0
0,0,1,1,0,0,1,0,0,1,0,0,0,"|",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0
0,0,1,1,0,0,1,0,0,1,0,0,1,"|",0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1
0,0,1,1,0,0,1,0,0,1,0,1,0,"|",1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1
0,0,1,1,0,0,1,0,0,1,0,1,1,"|",1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1
0,0,1,1,0,0,1,0,0,1,1,0,0,"|",1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0
0,0,1,1,0,0,1,0,0,1,1,0,1,"|",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1
0,0,1,1,0,0,1,0,0,1,1,1,0,"|",1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1
0,0,1,1,0,0,1,0,0,1,1,1,1,"|",1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0
0,0,1,1,0,0,1,0,1,0,0,0,0,"|",1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
0,0,1,1,0,0,1,0,1,0,0,0,1,"|",1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1
0,0,1,1,0,0,1,0,1,0,0,1,0,"|",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1
0,0,1,1,0,0,1,0,1,0,0,1,1,"|",1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1
0,0,1,1,0,0,1,0,1,0,1,0,0,"|",1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0
0,0,1,1,0,0,1,0,1,0,1,0,1,"|",1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1
0,0,1,1,0,0,1,0,1,0,1,1,0,"|",0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1
0,0,1,1,0,0,1,0,1,0,1,1,1,"|",1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0
0,0,1,1,0,0,1,0,1,1,0,0,0,"|",0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,0,1,1,0,0,1,0,1,1,0,0,1,"|",1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1
0,0,1,1,0,0,1,0,1,1,0,1,0,"|",1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
0,0,1,1,0,0,1,0,1,1,0,1,1,"|",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
0,0,1,1,0,0,1,0,1,1,1,0,0,"|",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
0,0,1,1,0,0,1,0,1,1,1,0,1,"|",0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1
0,0,1,1,0,0,1,0,1,1,1,1,0,"|",1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1
0,0,1,1,0,0,1,0,1,1,1,1,1,"|",1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
0,0,1,1,0,0,1,1,0,0,0,0,0,"|",0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0
0,0,1,1,0,0,1,1,0,0,0,0,1,"|",1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1
0,0,1,1,0,0,1,1,0,0,0,1,0,"|",1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1
0,0,1,1,0,0,1,1,0,0,0,1,1,"|",1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1
0,0,1,1,0,0,1,1,0,0,1,0,0,"|",1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0
0,0,1,1,0,0,1,1,0,0,1,0,1,"|",0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1
0,0,1,1,0,0,1,1,0,0,1,1,0,"|",1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1
0,0,1,1,0,0,1,1,0,0,1,1,1,"|",1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0
